SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
67,0.005,0.004,0,0.001,0.001,0.001,0.002,0,0.001,0.002,0.001,0.001,0.001,0.001,0.012,0.002,0.005,0.001,0.002,0.004,0.002,0.001,0.002,0.005,0.007,0.004,0.002,0.001,0.001,0.002,0.002,0.004,0.001,0.003,0.006,0.006,0.003,0.005,0.003,0.009,0.001,0.001,0.003,0.003,0.002,0.008,0.003,0.002,0.001,0.012,0.002,0.003,118.75,0.002,0.003,0.001,0.003,0.006,0.001,0.001,0.002,0.004,0.005,0.008,0.007,0.005,74725.162,0,0.002,0.003,0.005,0.001,0.005,0.004,0.009,0.001,0.001,0.001,0.008,4306.102,0.001,0.001,0.001,0.001,0.002,1415.159,3030.46,0.001,0.002,0.003,0.003,0.002,0.009,0.001,0.002,0,0.001,0.001,0.004,0.001,0.002,0.002,0.001,0.001,30.081,0.002,0.004,0.003,40.823,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,56.609,64504.37,0.002,0.002,0.001,0.003,0.001,0,0,138093.143
68,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.634,0,0,0,0,0,0,0,0,0,0,0,0,201.383,0,0,0,0,86.206,0,0,0,0,1.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.381,0.224,0,0,0,7.969,0,0,0,8506.594
69,0.002,0.001,0,0,19.187,0,0.001,0,0,0.001,0,0,0,0,0.004,0.001,0.002,0,0.001,0.001,0.001,0,0.001,0.002,0.002,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001,0.002,0.002,0.001,0.002,0.001,0.003,0,0,0.001,0.001,0.001,0.003,0.001,0.001,0,0.004,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0,0,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0,16.682,0.001,0.002,0,0.002,0.001,0.003,0,0,0,0.003,0,0,3414.906,0,0,0.001,178.836,0,0,0.001,0.001,0.001,0.001,0.003,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,90.735,12898.051,0.001,0.001,0,0.001,0,0,0,19355.747
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,2.442,0,0,0,0,0.001,0.001,0,0.001,0,0.001,0,0,0,0,0,7.756,0,0.608,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,178.435,0.001,0,0,4.242,572.363,0,0,0,0,0.001,9.556,0,0,0.001,0,0,0,3.035,16.413,0,5.204,0.601,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.857,0,0,17.093,0,0,0,0,0,0.227,8.639,0,12.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.919,0,0,0,0,0,39.867,0,0,0,0,0,0,0,7.21,103.235,0,0,0,3.997,0,0,0,49720.563
71,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,6296.818,0,0.001,0,0.001,0.001,0,0,0,0.001,0.002,0.001,0.001,0,2.462,196.876,0,0.001,0,0.001,0.001,0.001,0.001,86.82,0.001,0.002,0,0,0.001,0.001,0,0.002,0.001,0,0,0.003,0.001,0.001,66.495,3.315,10.028,0.393,7.894,6.309,0,0,0.001,0.001,0.29,0.002,0.002,8.364,3.117,0,0.001,0.001,897.297,0,60.276,0.818,235.879,41.981,0,5.833,652.062,0,0,0,0,0,0,0,0,0,0.909,0.001,56.031,213.808,0.002,0,0.001,0,0,0,99.449,0,0.001,0.001,2.472,0,0,204.58,1.58,8.217,44.432,0,0.457,2.095,1.048,0,0,0,0,0,0,0,0,0,0,0,2.026,0.447,16.914,9.866,0,7.522,26.252,29.152,0.306,15.721,9.92,25.749,0.94,0.524,0.663,154.791,0.313,1.656,0.31,127.35,0.559,99.367,0,0,0,44.744,44.652,0,0,0,0,0,35.618,10.423,17.271,0,0,0,107.048,782.016,0,0,39903.921
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.029,0,5.682,55.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.871,0,0,0,0,0,0,0,0,14719.786
73,0.003,0.002,0,0,0.001,0.001,0.001,0,0.001,0.001,0,0.001,0,0,7.107,0.001,0.003,0,0.001,0.002,0.001,0,0.001,0.003,0.004,0.002,0.001,0,0,3.941,0.001,0.002,0.001,0.002,7.031,0.003,23.636,34.466,0.001,30.632,1.081,3.432,1.798,1.794,2.844,2.037,3.236,4.098,0,55.177,0.001,0.744,2.505,0.001,0.001,0.001,0.002,0.003,0,2.252,0.001,2.732,13.7,25.981,0.003,20.913,0.683,0,7.46,1.09,0.002,0,3491.848,0.773,0.005,0,0,0.001,0.004,0.001,0,0,0.001,0.001,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0.005,0.001,0.001,0,0.001,0,27.454,0,0.001,0.001,0,0.001,45.039,0.001,0.002,0.002,36.048,0.001,404.969,1.163,0.001,0,0.001,0,0,0,272.477,0.001,214.377,0.001,0,4.662,9214.683,8473.127,40.701,1194.135,50.283,15.338,28.302,22053.73,541.09,60.845,112.925,0,0,0.001,0,0.001,0,0.001,0,4.039,0,0.002,0.001,0,3.297,0,0,0.001,0,0,0,0.001,0,28.94,832.411,0.001,3.656,2421.839,22.799,0,0,0,47020.371
74,1.924,4.105,0,0,0.067,0,2.232,0.227,0.3,0.619,0.564,0,0,0,94.794,0,0.132,0.129,0.29,0.446,0,0,0.381,0.575,0.907,0.404,6.715,0,0,1.1,0,0,0.16,0.1,11.136,0,1.003,2.737,0,2.486,0.14,0,0.119,0.118,0,1.655,0,0.107,0,79.523,5.409,0,9.751,0,0,0,0.138,0,0,0,0,27.633,0.053,56.745,0,88.421,5.74,0,0,0,0.688,0,0.132,173.472,46.588,26.346,6.55,0.499,142.638,0,0.051,0,0.512,1.604,0,6.778,4.377,6.519,0.499,0.202,10.132,9.921,0.7,4.09,1.656,0,0,0.423,14.947,0.353,3.603,0,0.59,16.712,19.799,34.914,3.184,15.184,3.82,32.312,2.593,0.768,0.192,0.096,6.662,2.758,0,1.922,98.281,1.324,0.756,13.167,5.421,1.497,1.486,0.901,0,2.596,0.311,1.657,0.836,13.61,2.303,35.584,13.001,19.988,2.07,1.637,0.427,0.502,1.09,11.346,1.82,6.479,2.613,39.726,0.075,0.047,2.988,2.762,29.431,39.995,1.888,2.665,3.293,8.154,6.268,1.912,16.952,0,96.196,11.881,22.048,0,0,0,85318.6
75,15470.195,23895.517,119.436,561.045,303.889,1292.702,10720.265,822.257,794.739,1057.378,1557.051,4827.764,1429.945,252.543,90842.067,7481.566,12741.989,3488.875,8052.422,10012.291,8957.804,859.391,5399.147,13881.843,18665.466,2197.005,994.862,3046.686,1258.074,4007.579,3543.812,7429.961,2621.109,17255.88,16147.605,30379.143,6502.027,10694.307,4086.738,4553.45,10367.786,1346.999,3420.165,3080.637,1902.461,4996.277,4356.734,2366.77,1023.769,15471.612,1224.93,1194.723,2464.046,640.895,1794.898,188,2997.767,4957.193,9.439,899.439,1764.39,2867.816,2736.382,80533.767,6276.815,19231.098,7390.256,503.962,2397.272,1835.084,3423.383,863.771,5678.692,3135.315,59185.932,3680.19,2624.671,2873.57,26515.847,4284.525,1849.94,1103.88,11786.5,1435.867,715.8,2103.921,4016.148,2360.947,26407.167,406.869,12700.899,4151.968,5573.85,2017.005,2116.147,191.568,409.515,200.387,6970.145,1503.315,14554.593,1028.691,538.649,765.926,5442.854,1080.924,6762.531,2660.522,4621.162,1454.726,4320.364,4331.761,466.201,361.466,1587.012,863.948,140.11,849.169,8580.581,949.402,3502.761,741.482,1749.176,565.551,11550.882,5338.048,2825.893,3354.032,3217.718,3013.616,945.397,19146.904,3153.807,2977.995,1467.901,947.636,100.75,293.974,91.628,95.506,286.495,1377.762,572.735,2149.502,3344.601,30794.113,4573.186,467.329,1459.637,807.911,800.716,409.046,844.739,466.027,347.901,626.578,1447.111,29.369,17937.231,1459.421,21811.109,7820.846,21923.873,514.12,0,0,1622675.344
76,0.157,2.118,0,0,0.385,0,31.06,3.704,4.172,10.788,9.684,2.599,0.182,0,355.798,8.573,5.661,0.184,10.365,51.694,10.374,0,14.69,0,154.489,2.053,0,22.497,3.484,13.14,15.153,22.039,4.118,0.287,15.82,3.835,33.145,15.51,0.331,17.499,0.6,3.402,3.223,2.03,2.684,10.36,14.72,4.912,7.772,194.823,6.48,0.137,7.917,0.316,7.662,0,1.183,5.747,0.125,0.142,0,0,0.152,0,34.103,441.238,24.482,0,60.807,35.739,10.494,1.476,19.643,13.406,21.847,181.07,85.953,24.863,319.137,0,0.879,0,274.387,1.091,0,2.33,0.455,7.719,3.806,5.202,14.687,3.75,9.205,3.668,1.184,0,0.844,0,56.469,64.879,1.914,0,0,0,0,0.618,6.894,35.433,29.732,29.259,15.777,0,0,0,17.321,6.753,0,0,445.946,8.912,13.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.522,0,0,0.869,0,2.243,4.391,22.111,717.596,0.134,0.763,1.254,1.37,0,3.911,15.388,0.504,34.202,8.514,5.466,0,0,0,0,0.319,11.065,0,0,403338.582
77,44.748,25.456,0,0,0,0,0,0,0,0,0,164.741,0,0,421.068,0,0.001,0,0,7.41,0,0,0,0.001,17.595,0.001,0,0,0,0,0,1.687,19.785,4.375,30.115,2.787,32.426,1.476,0.001,4.417,0,0,0.001,0.001,0,1.302,0.001,0,0,15.35,1.499,0.001,2.405,0,0.001,0,0.001,0.001,1.276,1.442,0,0.001,1.549,0.001,0.001,12.302,0.001,0,0,0.001,5.338,0,13.447,0.001,16.67,16.684,37.401,20.734,116.052,0,5.965,0,451.079,46.63,0,7.295,50.943,0,0,0.001,0.001,0,3.783,4.664,4.818,0,0,0,44.047,3.42,0,0,0,0,2.11,0,2.806,3.369,0,3.271,0.001,0,0,0,2.889,3.817,0,0,121.336,2.267,0,0,6.116,6.396,1.8,2.381,0,0,0,0,0,10.849,0,2.541,0,0,1.673,5.594,5.311,0,1.669,20.633,1.653,15.215,47.657,2571.937,39.263,0,6.209,5.102,1.549,0,0,0,1.711,0,1.52,55.303,0.001,0,48.195,0,4.868,85.498,0,0,305457.917
78,54.903,30.413,0,0,0.921,0,10.187,1.33,0.588,1.542,1.84,198.144,0,0,1421.116,2.513,1.805,2.642,3.971,27.023,2.366,0,5.211,0,66.245,1.229,0,3.931,0.618,5.317,2.629,7.935,29.578,4.119,9.775,0.001,81.646,7.635,1.586,7.619,0.958,0.776,0.812,0,0.857,5.511,2.913,0.735,1.654,76.164,3.526,0,6.79,0.756,1.631,0,1.886,2.446,2.403,2.036,0,0.822,4.38,0.001,7.56,112.908,4.834,0,11.531,6.885,18.844,0,42.494,2.732,27.023,67.398,39.396,11.71,145.656,0,7.019,0.505,598.84,57.478,0,9.441,61.03,1.395,2.278,1.384,3.801,1.995,10.02,6.586,6.802,0,0,0.723,155.926,25.754,1.146,0,1.24,1.37,2.979,0,3.961,11.1,6.861,15.395,5.723,0,0,0,6.798,5.389,0,0.822,277.691,6.401,2.823,0,0.72,27.693,1.695,3.362,0,1.653,0,2.521,0.673,5.106,0.768,2.392,0.623,0,0,0,0.833,2.745,0.785,2.775,0,3.58,39.952,277.929,242.279,1.283,14.612,15.009,2.915,0,0.892,2.754,3.221,6.381,2.146,26.104,3.477,0,25.923,0,2.291,211.255,0,0,341412.564
79,805.66,421.611,1.289,6.054,0.001,6.763,76.35,55.4,1.469,6.743,5.517,3016.286,0.001,4.847,85388.019,25.116,20.305,31.904,40.925,279.871,16.746,4.141,49.904,0.004,667.316,36.242,1.423,12.77,1.544,268.092,9.854,68.392,670.878,189.498,1088.02,85.202,1105.823,88.442,25.751,9.522,10.771,1.939,1.016,1.014,1.072,65.773,17.467,4.591,4.133,701.4,36.122,0.002,81.99,6.615,10.189,1.238,21.208,25.227,31.52,30.514,8.761,13.356,61.046,23.471,32.113,679.886,17.364,0,39.617,22.118,261.301,0.883,579.461,11.944,578.97,900.922,350.886,583.962,2158.031,1.469,101.764,281.902,9214.567,855.612,10.716,151.263,1287.102,6.099,22.783,12.108,18.997,42.399,176.603,146.265,164.576,0,0.722,15.363,1359.573,100.544,8.592,0.001,19.378,30.835,64.642,14.794,77.691,114.933,39.65,186.799,62.935,0.001,9.86,3.286,83.395,103.377,6.036,14.388,1526.769,69.436,21.165,1.191,13.486,70.771,45.624,70.141,14.153,22.735,0.001,217.451,15.992,127.721,75.838,50.823,18.675,2.046,2.951,14.802,14.573,407.927,12.761,57.196,6.805,342.103,955.897,6751.847,1773.901,20.838,208.999,411.068,48.35,0.001,2.229,12.046,56.427,38.538,26.817,32.672,69.479,0.001,530.964,4.164,64,3033.951,0,0,1542546.302
80,49.401,11.383,0.531,2.494,0,0.836,26.733,3.423,1.814,12.497,100.224,805.346,126.515,7.785,606.134,38.149,40.602,14.275,24.518,42.394,79.726,7.037,120.651,84.32,117.194,19.436,3.507,30.953,13.831,51.986,31.658,91.269,100.63,82.65,160.715,39.482,49.462,265.178,36.106,246.402,100.571,15.568,18.175,19.383,31.086,71.378,88.13,87.363,35.109,152.007,23.953,21.339,27.519,1.751,3.777,0,9.47,43.43,0,5.237,6.186,7.618,17.997,271.824,54.865,154.744,68.097,10.86,31.888,7.594,75.63,8.184,86.571,62.193,6991.6,144.956,47.231,73.816,424.631,294.065,14.627,88.059,2752.497,39.526,3.969,1037.461,52.995,280.982,599.666,232.877,643.314,2547.199,781.869,3022.097,3112.429,112.092,17.382,66.962,10412.568,347.881,801.224,98.033,607.38,1421.631,1211.172,145.02,4947.132,1542.138,406.451,575.154,443.431,449.568,231.345,88.269,2971.121,482.559,234.246,289.444,823.662,225.624,438.629,30.17,432.154,88.755,1382.716,234.415,226.123,169.082,75.658,216.001,47.814,278.52,218.728,425.515,70.153,75.782,11.55,42.673,59.162,9.534,6.063,21.416,73.866,68.399,135.796,1647.822,61.015,11.884,37.783,8.341,84.385,1.674,18.584,49.431,0.621,342.289,99.925,20.191,7033.37,409.1,1225.56,524.954,1369.686,1.553,0,0,251018.222
81,933.434,979.379,0.808,3.797,2.782,41.444,504.778,370.708,43.2,80.752,73.754,1422.995,105.372,76.577,2098.347,888.413,1798.401,316.664,396.973,195.766,117.526,19.198,544.915,621.542,528.235,44.524,1.146,192.439,114.509,347.191,628.633,994.311,62.895,2049.185,2003.411,93.793,703.041,1058.439,82.249,1766.107,1787.041,180.477,151.328,106.874,352.975,187.508,278.688,72.543,40.814,287.61,14.927,20.554,29.638,0.762,5.75,0,39.918,17.866,0,5.475,39.331,32.3,108.015,1004.957,147.75,422.054,79.726,64.779,34.838,37.651,157.519,3.56,81.985,96.32,256.36,24.385,87.801,32.434,133.605,140.931,123.707,12.202,4377.295,21.051,3.453,168.568,40.613,28.797,32.125,5.575,355.099,28.133,48.408,43.115,38.82,0.908,79.091,1.456,290.653,10.538,31.157,53.763,24.982,45.547,124.031,23.84,54.526,276.287,230.628,46.518,68.007,36.002,48.988,17.211,79.427,19.903,18.062,10.767,348.479,26.862,53.065,13.443,26.818,14.552,80.226,12.416,122.584,12.488,108.738,53.323,36.62,149.999,60.333,59.016,23.825,81.579,1.586,9.28,1.678,4.147,1.582,13.972,7.053,51.387,88.244,905.392,52.733,1.292,14.717,10.279,10.277,1.092,19.759,3.468,5.677,7.498,23.772,26.361,1636.766,1467.563,815.905,451.514,2087.577,58.09,0,0,33419.32
82,73.099,63.809,0.027,0.127,0.653,1.279,48.138,6.706,5.553,4.554,5.216,25.105,2.06,1.833,191.396,49.087,92.955,8.74,31.67,7.207,2.981,0.587,14.363,47.206,31.963,3.774,0,0.557,0.146,0.628,11.181,2.063,0.129,22.707,65.483,6.508,18.203,7.873,5.62,43.859,46.858,5.132,7.101,10.144,3.847,5.209,6.882,2.084,2.345,7.445,0.5,0.622,0.535,0,0.193,0,2.453,0.578,0,0.643,1.184,1.554,6.035,7.211,1.787,8.037,3.141,0.19,0.681,1.162,1.782,0.167,3.633,4.68,7.003,2.938,3.961,1.614,6.76,5.557,1.493,0.477,4.969,0.494,0.405,0.608,1.288,0.989,0,0,4.042,0.943,1.721,0.778,0.536,0.043,0,0,13.842,1.521,0.541,0,0,0,4.458,2.097,1.56,1.873,221.888,0.364,2.703,21.612,0.311,0.776,0,0.637,0,0.583,19.843,1.512,4.668,0.451,40.128,1.422,8.409,0.794,10.366,0.195,4.363,2.383,2.068,20.51,1.633,3.108,0.294,0.967,0.372,0.622,0,0,0,0.328,0.184,1.903,1.987,17.079,3.396,0.152,1.208,0.426,1.55,0,0.211,0.488,0.19,0,0.845,6.18,259.124,357.572,24.883,28.488,67.649,1.426,0,0,46913.996
83,2673.514,5809.383,45.548,213.96,82.742,115.223,1500.635,115.345,455.683,206.892,259.731,1702.105,24.739,121.995,23223.734,1227.101,3317.624,636.2,1551.651,4525.476,9919.358,577.121,784.428,3228.958,3322.669,583.864,149.077,757.645,287.832,977.519,819.367,1908.689,485.745,6242.031,3197.761,1618.845,1023.77,1781.61,578.35,2663.383,4419.796,452.145,807.268,1097.542,647.357,1061.406,1089.589,545.694,254.218,2294.27,209.349,215.58,419.523,47.393,142.685,29.294,484.255,461.478,1.421,81.913,235.575,368.575,548.964,6908.903,775.963,2961.569,1003.082,70.339,351.006,245.411,822.818,124.518,637.352,626.635,7207.078,1814.179,1359.695,1172.197,8340.137,2053.34,324.455,159.353,13472.298,258.234,113.497,3703.867,502.511,1138.636,1012.805,188.15,1234.792,997.816,1300.447,216.724,215.786,9.385,97.62,45.301,1149.508,83.735,325.105,461.363,125.365,230.069,953.427,316.582,814.9,1690.994,886.204,433.21,412.666,443.748,113.457,104.123,263.637,202.842,55.451,127.366,1131.892,187.933,537.267,127.366,161.657,160.861,616.149,223.916,252.659,260.944,211.621,374.076,98.712,1642.074,419.478,578.256,254.655,170.247,60.524,32.682,15.76,63.279,58.504,108.25,141.659,534.428,535.339,3544.724,515.847,56.128,202.127,97.241,280.916,171.831,68.529,70.83,85.677,118.187,222.4,30.939,5432.323,2053.176,4124.155,970.261,3445.53,120.523,0,0,234251.868
84,0.001,0.001,0,0,1.251,0,0,1.205,0,1.047,41.471,204.139,733.068,1.054,528.357,11.379,3.676,2.393,4.045,15.396,27.847,2.251,53.081,18.716,35.623,3.337,0,9.613,5.036,22.872,7.857,37.728,43.157,29.835,45.809,8.908,9.327,98.045,11.847,63.959,31.233,5.269,5.514,5.502,12.803,28.285,35.608,36.938,14.604,55.284,8.622,8.047,9.992,0,0,0,0,14.952,0,1.843,0,1.117,3.96,22.323,18.488,52.105,16.416,4.368,11.745,1.337,33.273,2.88,50.372,23.189,1379.448,96.884,4.554,27.836,167.823,1.597,257.412,0,0,0,2.329,194.7,0,3.789,362.085,101.517,752.58,1932.353,323.733,2043.402,1555.272,53.175,894.893,48.118,6324.492,368.419,387.518,0,464.951,828.356,790.525,60.286,3321.723,3364.369,299.394,370.154,304.704,262.768,558.906,41.066,2112.886,231.827,185.504,134.045,176.435,215.919,196.812,231.801,204.303,45.795,1400.839,101.991,99.965,77.477,30.874,99.312,23.78,2136.296,525.739,180.305,25.368,32.229,5.349,55.429,2391.253,3.728,0,33.919,13.739,30.397,86.641,1021.945,16.734,4.357,14.886,3.262,37.621,0,8.479,20.578,0,216.68,59.265,35.533,41.306,0,27659.483,69.672,2736.986,0,0,0,67822.241
85,132.63,50.65,0.131,0.617,5.271,6.199,13463.683,12.693,12.782,15.004,15.587,2352.995,1438.404,81.72,438.001,0.959,2.065,6.05,3.409,8.98,0.903,0,3.977,7.888,14.222,7.735,0,2.701,4.245,4.059,10.234,8.177,5.644,14709.707,218.228,6.007,32.319,13.51,2.723,6.344,10.969,0.888,0,0,0,2.805,1.334,2.524,4.734,5.263,3.23,0,0,0,0,0,1.081,0.701,0,0.777,0,0.941,3.343,2.688,0.001,4.972,1.384,0,0,0,2.878,0,6.213,7.038,84.832,12.736,8.637,5.586,49.136,549.277,65.894,46.237,373.771,41.878,3.925,26.532,138.501,61.48,5.217,1.584,6.528,18.275,3.916,71.005,62.3,3.511,0,0,104.835,11.979,15.74,6.322,0.71,1.569,12.508,1.694,33.259,1.816,5.891,1.763,2.621,18.056,3.01,3.762,1.557,3.085,0.79,2.825,103.842,3.664,26.93,1.092,4.12,11.718,6.791,0,4.861,1.893,1.626,2.886,3.084,25.334,11.43,6.846,0.713,2.81,0.902,0,0.954,0,0.899,1.588,3.563,7.174,13.643,66.439,14.105,0,2.509,0.687,1.669,0,5.105,1.577,6.453,2.435,7.37,29.94,431.663,9.756,921.93,52.623,6565.608,5.375,0,0,23939.668
86,0.001,0.001,0,0,50.88,69.279,35.549,25.792,5.127,422.496,3.209,11645.661,555.26,21.434,0.002,6.091,108.928,17.928,23.095,8.872,3.439,54.228,263.939,0.001,70.252,37.521,0,56.022,86.252,494.772,39.756,395.733,275.575,813.398,111.578,0.001,19.968,333.071,183.283,622.652,27.861,32.71,33.057,40.055,8.722,47.203,0,6.412,24.05,5.729,12.304,0,0,0,0,0,0,0.001,0,0,0,0,3.178,0.001,0.001,10.524,0,0,0,0,0.001,331.973,26.303,148.933,24675.84,1045.661,532.629,227.03,7626.708,40256.405,1044.022,2704.104,42988.665,688.369,608.194,19652.427,14918.013,4202.103,82.82,279.692,174.11,1633.331,1240.474,18.355,18.132,0,0,1.051,0.001,119.366,954.628,24.088,193.855,418.452,124.19,70.987,577.912,1039.844,3241.042,575.322,261.257,927.925,42.052,6.69,229.339,385.302,68.197,28.698,45.588,134.956,1822.231,0,0,78.784,266.146,65.18,61.735,131.014,70.23,73.317,28.392,1025.848,98.273,337.33,129.44,4.759,19.468,57.42,18.171,13.969,162.176,48.412,333.734,240.783,46.882,303.466,80.609,11.194,14.873,2.619,49.809,0,10.373,87.112,5.854,126.797,54.08,38.04,546.358,2116.244,120.148,14.529,3348.982,0,0,0,17390.508
87,0.001,0.001,0,0,0,0,0,0,0,0,0,46.564,0,0,0.002,0,0.001,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0.001,19.592,0,0.001,0.001,0,0.993,0,0.001,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0.001,0.001,0.001,0,0,0,0,0.001,0,0.001,0.001,49429.91,1052.303,1302.43,502.628,14264.745,1.682,1.004,407.347,21654.805,569.678,34.337,283.669,1924.125,1440.773,208.62,708.81,35.355,3959.349,3149.276,706.706,5362.141,0,6.609,61.026,0.001,302.843,1190.113,4132.068,471.988,1064.651,316.864,194.73,1269.535,3564.094,350.934,1400.929,407.717,9.025,101.564,16.926,573.882,972.874,168.747,72.948,83.307,335.798,327.105,13.64,28.829,206.724,665.611,163.545,155.914,273.202,174.793,147.89,71.288,2572.82,246.14,893.11,427.519,12.876,49.58,24.483,51.256,39.27,201.156,13.894,14.471,49.946,52.148,758.884,69.035,29.372,38.677,8.589,126.177,0,25.517,194.091,140.547,351.471,147.36,37.434,6.505,26.821,199.355,37.169,497.022,0,0,0,29573.01
88,530.134,322.245,0,0,0,0,11.584,7.564,1.671,120.51,0,902.104,80.554,49.626,0.002,105.97,188.483,199.046,382.383,272.583,516.667,51.833,455.496,437.873,1965.889,599.679,140.404,210.122,201.133,696.598,651.029,1861.437,580.95,788.338,1294.269,618.923,394.758,2190.321,605.196,1711.048,19.065,8.821,16.177,14.967,26.796,194.111,146.564,139.99,58.777,327.516,47.127,64.561,39.421,3.225,46.371,4.226,111.335,362.646,3.416,8.692,18.503,30.401,31.077,60.072,15.049,57.613,86.765,4,25.948,9.79,81.237,13.061,291.877,193.187,32799.645,7267.078,6843.944,5785.646,39439.359,120.342,0.998,528.117,7662.434,295.614,114.525,462.388,794.7,6750.609,278.51,271.449,307.993,2093.009,1377.527,0,0,0,0,19.525,191.127,115.545,508.101,342.755,189.507,375.952,138.345,58.88,487.997,673.925,177.984,420.173,113.878,14.944,818.44,180.304,15281.98,1278.093,350.986,646.417,1968.854,423.084,351.725,27.103,115.591,65.893,238.496,133.808,108.632,184.476,84.809,116.467,36.37,1287.12,191.041,312.766,112.379,61.638,44.779,16.84,27.238,60.473,108.298,23.663,23.225,73.796,569.898,1400.769,167.816,27.358,44.656,35.841,116.033,3.083,35.491,101.798,0,114.884,65.067,37.188,2433.793,0,2703.734,1334.117,3049.859,0,0,0,391.608
89,15.005,5.998,0,0,0,0,11.491,0,0,0.335,1.277,58.558,42.744,0,282.207,0,0,0,1.292,0,0.342,0,1.13,0,0,0,0,0.682,1.34,3.076,0.685,1.722,6.179,1.489,2.333,14.225,0.993,2.108,0,0,1.663,0.673,0.352,1.054,0.744,11.42,3.539,2.551,0.359,8.829,1.836,0,1.227,9.844,0.707,0,1.229,5.572,0,0,0,0,0,0,0,1.884,63.972,0.349,2.918,0,2.725,0.307,5.494,2.371,1018.524,120.375,12.365,87.218,265.205,7.142,16.444,0,4.345,3.627,0,6.331,0,29.349,33702.408,13.208,238.734,1057.824,420.835,220.258,377.246,5.792,82.669,37.012,157.593,4.539,11.93,4.792,251.282,49.944,633.835,7.06,488.099,537.989,370.979,42.082,116.699,101.72,50.191,26.804,518.542,79.114,53.267,44.956,104.45,44.435,6.939,8.273,26.54,72.875,68.752,8.752,8.596,19.367,2.465,7.11,2.921,391.391,22.99,90.796,15.665,6.745,0,2.284,4.338,2.382,3.067,4.815,6.414,7.767,24.633,21.644,16.48,2.783,5.389,0,8.854,0,2.321,6.872,13.625,16.61,15.826,11.35,186.023,2.218,499.093,223.114,537.991,0,0,0,774294.427
